Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Month_register,Sum_Purchases,Count_Campaigns,Count_Purchases,Children,Family_Size,Marital_Status_Children,target
Master,Relationship,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,0,57,34,1526,4,22,1,3,Family with Children,0
Graduation,Relationship,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,38,38,69,0,5,1,3,Family with Children,1
Graduation,Relationship,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,50,43,1597,1,25,0,2,Relationship,2
Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,24,25,64,0,6,1,2,Family with Children,1
Graduation,Relationship,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,32,43,497,0,12,1,3,Family with Children,0
Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,60,37,1067,0,15,1,2,Family with Children,0
Graduation,Relationship,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,39,25,31,0,5,2,4,Family with Children,1
Graduation,Relationship,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,42,33,211,0,9,2,4,Family with Children,1
PhD,Relationship,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,0,40,43,877,2,21,1,3,Family with Children,0
Graduation,Relationship,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,1,37,41,11,0,3,1,3,Family with Children,1
PhD,Relationship,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,33,37,2034,4,24,0,2,Relationship,2
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,25,30,1991,4,18,0,1,Single,2
PhD,Single,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,54,26,1686,1,24,0,1,Single,2
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,34,29,324,1,12,1,2,Family with Children,1
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,37,26,69,1,6,1,2,Family with Children,1
Graduation,Relationship,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,61,44,252,1,11,2,4,Family with Children,1
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,51,41,54,0,4,1,2,Family with Children,1
Master,Relationship,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,55,39,964,0,23,2,4,Family with Children,0
Graduation,Relationship,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,65,40,1327,0,26,1,3,Family with Children,0
PhD,Relationship,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,52,27,68,0,5,2,4,Family with Children,1
Graduation,Relationship,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,57,42,60,0,4,0,2,Relationship,1
Graduation,Single,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,0,61,38,55,1,4,2,3,Family with Children,1
Graduation,Relationship,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,50,27,1456,1,20,0,2,Relationship,2
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,58,37,563,0,17,1,2,Family with Children,0
Graduation,Single,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,62,40,1504,0,22,1,2,Family with Children,0
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,49,26,564,0,17,2,3,Family with Children,0
Graduation,Relationship,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,53,31,1125,1,22,0,2,Relationship,2
Graduation,Relationship,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,57,25,358,1,13,1,3,Family with Children,0
PhD,Relationship,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,45,30,42,0,4,1,3,Family with Children,1
Graduation,Relationship,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,52,26,184,1,8,1,3,Family with Children,1
Graduation,Relationship,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,33,38,460,0,14,1,3,Family with Children,1
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,71,25,145,1,7,0,1,Single,1
Graduation,Relationship,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,69,41,1376,1,24,0,2,Relationship,2
PhD,Single,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,47,41,792,0,21,1,2,Family with Children,0
Graduation,Relationship,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,64,44,1382,0,22,0,2,Relationship,2
Basic,Relationship,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,69,43,28,0,3,0,2,Relationship,1
Master,Relationship,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,70,33,1033,0,23,0,2,Relationship,2
Graduation,Single,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,47,37,882,0,20,1,2,Family with Children,0
PhD,Relationship,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,67,39,2231,3,13,0,2,Relationship,2
PhD,Relationship,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,55,44,1101,2,16,1,3,Family with Children,0
Graduation,Relationship,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,42,45,369,0,11,1,3,Family with Children,0
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,36,28,48,0,4,1,2,Family with Children,1
PhD,Single,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,67,40,467,2,15,1,2,Family with Children,0
Graduation,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,45,42,44,0,5,2,3,Family with Children,1
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,37,39,38,0,6,2,3,Family with Children,1
Graduation,Relationship,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,48,31,81,0,6,2,4,Family with Children,1
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,45,34,167,1,8,1,2,Family with Children,1
PhD,Relationship,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,61,25,45,0,5,2,4,Family with Children,1
Graduation,Relationship,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,44,37,664,0,18,1,3,Family with Children,0
2n Cycle,Relationship,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,52,33,622,0,17,1,3,Family with Children,0
2n Cycle,Single,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,37,39,48,0,5,1,2,Family with Children,1
Graduation,Relationship,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,41,32,461,0,14,1,3,Family with Children,0
Graduation,Relationship,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,39,34,1073,0,25,1,3,Family with Children,0
2n Cycle,Relationship,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,30,33,55,0,6,1,3,Family with Children,1
Graduation,Relationship,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,60,39,976,0,23,1,3,Family with Children,0
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,36,24,20,0,4,1,2,Family with Children,1
Graduation,Relationship,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,34,37,1149,0,16,0,2,Relationship,2
Basic,Relationship,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,55,24,43,0,5,0,2,Relationship,1
Master,Relationship,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,0,41,32,224,1,8,1,3,Family with Children,1
PhD,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,42,45,101,1,6,1,2,Family with Children,1
PhD,Relationship,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,70,38,209,0,9,0,2,Relationship,1
Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,31,44,968,0,20,0,1,Single,2
PhD,Relationship,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,64,36,1165,0,16,0,2,Relationship,2
Graduation,Relationship,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,49,27,24,0,4,1,3,Family with Children,1
Graduation,Relationship,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,61,44,252,1,11,2,4,Family with Children,1
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,31,46,165,0,8,1,2,Family with Children,1
PhD,Relationship,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,39,44,269,0,11,0,2,Relationship,1
PhD,Relationship,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,43,34,102,0,6,1,3,Family with Children,1
2n Cycle,Relationship,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,32,34,461,0,18,0,2,Relationship,2
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,37,42,47,0,5,1,2,Family with Children,1
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,40,28,144,0,7,2,3,Family with Children,1
Graduation,Relationship,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,48,44,1338,0,23,0,2,Relationship,2
Graduation,Relationship,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,57,31,917,0,23,1,3,Family with Children,0
Graduation,Relationship,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,45,41,318,1,12,2,4,Family with Children,1
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,49,43,253,0,10,2,3,Family with Children,1
Graduation,Relationship,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,43,45,502,0,15,1,3,Family with Children,0
Graduation,Relationship,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,33,30,119,0,6,1,3,Family with Children,1
2n Cycle,Relationship,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,37,46,1250,0,16,2,4,Family with Children,0
Graduation,Relationship,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,37,31,969,0,23,1,3,Family with Children,0
Graduation,Relationship,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,66,34,76,0,6,2,4,Family with Children,1
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,53,26,62,0,5,2,3,Family with Children,1
2n Cycle,Relationship,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,54,34,1382,1,25,0,2,Relationship,2
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,40,28,84,0,6,1,2,Family with Children,1
Graduation,Relationship,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,0,64,35,255,1,9,2,4,Family with Children,1
Master,Relationship,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,56,36,43,0,4,2,4,Family with Children,1
Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,61,32,398,0,13,1,2,Family with Children,0
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,39,26,76,0,6,1,2,Family with Children,1
Graduation,Relationship,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,52,24,902,1,13,2,4,Family with Children,0
2n Cycle,Relationship,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,35,25,823,0,20,1,3,Family with Children,0
Graduation,Relationship,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,40,24,1179,0,24,1,3,Family with Children,0
Graduation,Relationship,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,42,44,1921,1,28,1,3,Family with Children,0
Master,Relationship,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,65,38,185,0,8,2,4,Family with Children,1
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,50,39,433,1,14,2,3,Family with Children,0
Graduation,Relationship,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,0,65,29,34,1,4,2,4,Family with Children,1
Graduation,Relationship,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,58,36,907,0,22,1,3,Family with Children,0
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,50,30,416,0,25,2,3,Family with Children,0
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,52,36,44,0,6,2,3,Family with Children,1
Graduation,Relationship,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,60,26,1588,1,16,0,2,Relationship,2
PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,0,42,43,1797,1,16,0,1,Single,2
Graduation,Relationship,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,50,44,40,0,4,2,4,Family with Children,1
PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,53,43,1143,0,15,1,2,Family with Children,0
Master,Relationship,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,47,24,914,1,13,0,2,Relationship,2
Graduation,Relationship,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,24,41,1502,1,11,0,2,Relationship,2
Graduation,Single,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,62,40,1338,0,17,1,2,Family with Children,0
PhD,Relationship,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,33,35,27,0,4,1,3,Family with Children,1
2n Cycle,Relationship,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,34,33,763,1,20,1,3,Family with Children,0
Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,65,35,1331,1,21,0,1,Single,2
Graduation,Relationship,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,60,34,525,0,16,2,4,Family with Children,0
PhD,Relationship,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,55,24,9,0,3,2,4,Family with Children,1
Graduation,Relationship,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,54,26,953,1,13,1,3,Family with Children,0
Master,Single,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,45,32,68,0,5,2,3,Family with Children,1
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,45,32,131,0,7,2,3,Family with Children,1
Graduation,Relationship,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,48,34,882,0,20,1,3,Family with Children,0
2n Cycle,Relationship,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,38,45,1149,0,23,0,2,Relationship,2
Graduation,Relationship,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,47,33,37,0,4,1,3,Family with Children,1
PhD,Single,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,51,34,388,0,13,1,2,Family with Children,0
Graduation,Relationship,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,30,40,1428,1,15,0,2,Relationship,2
Master,Relationship,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,58,37,1633,0,23,0,2,Relationship,2
Master,Relationship,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,41,37,173,1,7,1,3,Family with Children,1
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,29,32,99,0,7,1,2,Family with Children,1
Graduation,Relationship,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,57,39,215,0,9,1,3,Family with Children,1
PhD,Relationship,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,54,40,929,0,23,1,3,Family with Children,0
Graduation,Relationship,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,42,27,219,0,9,1,3,Family with Children,1
Graduation,Relationship,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,39,33,174,1,8,2,4,Family with Children,1
Graduation,Relationship,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,38,42,92,0,6,2,4,Family with Children,1
PhD,Relationship,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,46,33,1052,0,24,0,2,Relationship,2
Graduation,Relationship,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,59,39,275,1,11,1,3,Family with Children,1
2n Cycle,Relationship,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,61,46,587,0,14,1,3,Family with Children,0
PhD,Single,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,62,45,1662,1,22,1,2,Family with Children,0
PhD,Relationship,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,34,40,159,0,8,1,3,Family with Children,1
Master,Single,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,63,36,1024,4,17,0,1,Single,2
Master,Single,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,48,26,35,0,5,1,2,Family with Children,1
Master,Relationship,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,59,34,1042,0,14,0,2,Relationship,2
Master,Relationship,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,51,30,395,0,14,2,4,Family with Children,0
PhD,Relationship,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,0,41,45,557,4,22,0,2,Relationship,2
PhD,Relationship,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,53,24,9,0,0,2,4,Family with Children,1
Graduation,Relationship,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,26,35,69,0,5,0,2,Relationship,1
PhD,Relationship,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,50,29,486,0,15,1,3,Family with Children,0
Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,28,28,34,0,4,1,2,Family with Children,1
2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,21,45,1365,3,27,0,1,Single,2
Graduation,Relationship,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,41,37,13,0,3,1,3,Family with Children,1
PhD,Relationship,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,38,44,1401,0,20,0,2,Relationship,2
Graduation,Relationship,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,55,41,1574,1,13,0,2,Relationship,2
PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,32,33,1323,1,19,0,1,Single,2
Master,Single,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,45,34,1217,2,28,1,2,Family with Children,0
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,65,43,103,0,6,3,4,Family with Children,1
Master,Relationship,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,40,35,84,0,6,0,2,Relationship,1
PhD,Relationship,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,44,41,1536,0,22,0,2,Relationship,2
Graduation,Relationship,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,31,45,581,0,16,1,3,Family with Children,0
PhD,Relationship,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,50,43,928,0,13,1,3,Family with Children,0
2n Cycle,Single,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,41,30,14,0,3,0,1,Single,1
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,37,34,424,0,14,1,2,Family with Children,0
Graduation,Relationship,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,45,32,960,0,13,1,3,Family with Children,0
Graduation,Relationship,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,34,43,1555,2,19,0,2,Relationship,2
Graduation,Single,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,43,44,656,2,18,2,3,Family with Children,0
Master,Relationship,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,48,33,55,0,6,2,4,Family with Children,1
Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,32,25,20,0,4,1,2,Family with Children,1
Master,Relationship,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,45,44,367,0,13,1,3,Family with Children,1
2n Cycle,Relationship,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,39,27,2257,4,21,0,2,Relationship,2
PhD,Single,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,49,27,42,0,5,1,2,Family with Children,1
Graduation,Single,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,52,36,1049,0,24,1,2,Family with Children,0
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,44,26,48,0,5,2,3,Family with Children,1
PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,68,41,685,0,19,1,2,Family with Children,0
Graduation,Single,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,64,26,39,0,4,1,2,Family with Children,1
2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,29,28,43,0,4,0,1,Single,1
Master,Single,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,57,46,835,1,18,0,1,Single,2
Graduation,Relationship,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,58,29,1515,1,19,0,2,Relationship,2
PhD,Relationship,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,65,40,1039,0,24,1,3,Family with Children,0
Graduation,Single,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,41,35,1596,0,23,1,2,Family with Children,0
PhD,Relationship,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,32,44,1828,1,17,0,2,Relationship,2
PhD,Relationship,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,0,47,26,34,2,4,1,3,Family with Children,1
PhD,Single,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,48,26,149,0,8,1,2,Family with Children,1
Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,47,37,946,1,22,1,2,Family with Children,0
PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,31,25,28,0,5,0,1,Single,1
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,32,43,450,0,15,1,2,Family with Children,1
PhD,Relationship,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,59,29,46,0,4,2,4,Family with Children,1
PhD,Single,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,0,45,31,1702,2,15,0,1,Single,2
Graduation,Relationship,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,41,33,820,0,21,2,4,Family with Children,0
Graduation,Relationship,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,0,34,40,382,1,13,1,3,Family with Children,1
PhD,Relationship,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,28,46,2126,0,19,0,2,Relationship,2
Master,Relationship,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,0,27,25,2069,3,19,0,2,Relationship,2
Graduation,Relationship,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,31,41,72,0,5,1,3,Family with Children,1
Graduation,Single,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,48,24,732,2,20,1,2,Family with Children,0
Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,42,25,801,0,10,0,1,Single,2
Graduation,Single,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,67,32,236,0,10,1,2,Family with Children,1
Basic,Relationship,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,0,38,45,80,1,4,1,3,Family with Children,1
PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,62,27,1685,1,14,0,1,Single,2
PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,71,25,277,0,27,0,1,Single,2
PhD,Relationship,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,66,36,507,0,16,1,3,Family with Children,0
PhD,Relationship,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,52,40,68,0,5,2,4,Family with Children,1
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,33,26,49,0,4,0,1,Single,1
Master,Relationship,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,29,27,397,0,14,0,2,Relationship,2
Graduation,Single,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,45,32,39,0,6,1,2,Family with Children,1
Graduation,Relationship,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,48,29,306,1,12,1,3,Family with Children,1
Graduation,Relationship,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,62,37,976,0,13,0,2,Relationship,2
PhD,Relationship,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,45,33,1028,0,24,1,3,Family with Children,0
Graduation,Relationship,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,30,28,70,0,6,1,3,Family with Children,1
Graduation,Relationship,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,57,39,46,0,4,0,2,Relationship,1
Master,Relationship,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,0,36,33,51,1,4,1,3,Family with Children,1
2n Cycle,Relationship,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,56,26,1263,0,21,0,2,Relationship,2
Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,46,43,1490,1,20,1,2,Family with Children,0
Master,Relationship,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,45,44,1564,0,23,0,2,Relationship,2
Graduation,Relationship,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,49,46,1815,3,15,1,3,Family with Children,0
PhD,Single,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,53,41,1198,0,25,1,2,Family with Children,0
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,48,46,416,3,16,1,2,Family with Children,0
Graduation,Relationship,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,26,40,85,0,5,0,2,Relationship,1
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,35,37,47,0,6,1,2,Family with Children,1
Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,40,40,137,0,7,0,1,Single,1
PhD,Relationship,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,51,42,21,0,3,2,4,Family with Children,1
2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,39,24,70,0,5,1,2,Family with Children,1
